ID,Ingredient Name
73,apple
73,chile - lime seasoning
74,cinnamon
74,butter
74,all - purpose flour
74,apples
74,sugar
74,rolled oats
74,water
74,salt
75,all - purpose flour
75,butter
75,vanilla extract
75,cooking spray
75,quick - cooking oats
75,apples
75,nutmeg
75,cinnamon
75,sugar
75,salt
76,all - purpose flour
76,sugar
76,baking powder
76,apples
76,nutmeg
76,butter
76,cinnamon
76,cooking spray
77,salt
77,milk
77,sugar
77,cinnamon
77,confectioner s ' sugar
77,caramel extract
77,cooking spray
77,baking powder
77,apple
77,egg
77,all - purpose flour
78,butter
78,highlands italian cheese sprinkle
78,rice
78,salt
78,panko bread crumbs
78,italian seasoning
78,cooking spray
78,mozzarella cheese
78,pepper
78,eggs
78,parmesan cheese
79,parmesan cheese
79,asparagus
79,himalayan salt
79,pepper flakes
79,garlic powder
79,avocado oil cooking spray
79,multi colored peppercorns
79,trimmed
80,sausages
80,sugar
80,barbecue sauce
81,jumbo shrimp
81,bacon
81,steak seasoning
82,potatoes
82,sea salt
82,peanut oil
83,chili sauce
83,panko bread crumbs
83,extra - tofu
83,sesame oil
83,onion
83,sriracha sauce
83,mayonnaise
84,chili sauce
84,mayonnaise
84,onions
84,chicken s
84,flour
84,sriracha sauce
84,panko bread crumbs
85,vegetable oil
85,pepper
85,salt
85,beef
85,oregano
86,beef
86,salt
86,sesame oil
86,ginger
86,garlic powder
86,onions
86,pepper
86,wonton wrappers
87,onion
87,hamburger buns
87,bison
87,bread crumbs
87,salt pepper
87,worcestershire sauce
87,egg
87,smoke
88,olive oil
88,blackened seasoning
88,shrimp
89,flour tortillas
89,blueberries
89,sugar
89,vanilla extract
89,neu f chat el cheese
89,avocado oil cooking spray
89,sour cream
89,cinnamon
90,salt
90,blueberries
90,cinnamon
90,butter
90,sugar
90,quick - cooking oats
90,lemon juice
90,all - purpose flour
91,garlic powder
91,buttery crackers
91,seafood seasoning
91,cooking spray
91,sea scallops
91,butter
92,eggs
92,parsley
92,seafood seasoning
92,all - purpose flour
92,salt
92,pepper
92,cooking spray
92,shrimp
92,paprika
93,russet potatoes
93,olive oil
93,pepper
93,salt
94,salt pepper
94,breakfast sausage
94,egg
94,american cheese
94,english muffin
94,cooking spray
95,cheddar cheese
95,eggs
95,ham
95,frozen puff pastry
95,chives
96,salt pepper
96,broccoli
96,olive oil
97,cinnamon
97,grapefruit
97,sugar
97,butter
98,bacon
98,avocado oil
98,brussels sprouts
98,pepper
98,salt
98,balsamic vinegar
99,paprika
99,buffalo wing sauce
99,seasoned salt
99,cornstarch
99,garlic powder
99,of buffalo wing sauce
99,cauliflower
99,butter
99,honey
99,all - purpose flour
100,buffalo wing sauce
100,dry ranch dressing mix
100,chickpeas
101,garlic
101,worcestershire sauce
101,onion
101,pepper
101,salt
101,beef
101,english mustard
102,pepper
102,all - purpose flour
102,boneless
102,chicken
102,seasoned salt
102,buttermilk
102,panko bread crumbs
102,cooking spray
103,bagel seasoning sesame seasoning blend
103,rosemary
103,butternut squash
103,olive oil
104,butter
104,cardamom
104,orange juice
104,cooking spray
104,salt pepper
104,honey
104,orange zest
104,baby carrots
105,fish fry coating
105,cooking spray
105,catfish fillets
106,cauliflower rice
106,soy sauce
106,eggs
106,no pale s cactus leaves
106,onions
107,salt
107,sandwich bread
107,brioche buns
107,beef
107,cheddar cheese
107,milk
107,garlic powder
107,pepper
108,cooking spray
108,panko bread crumbs
108,boneless
108,dijon mustard
108,egg
108,deli swiss cheese
108,deli ham
108,all - purpose flour
108,toothpick
108,parmesan cheese
108,chicken
108,salt pepper
109,water
109,chili powder
109,cajun seasoning
109,paprika
109,salt
109,corn flake crumbs
109,onion powder
109,egg
109,garlic powder
109,cooking spray
109,chicken s
110,onion
110,flour tortillas
110,salt pepper
110,bell pepper
110,fajita seasoning
110,chicken tenders
110,olive oil
111,egg
111,avocado oil cooking spray
111,salt
111,panko bread crumbs
111,chicken cut lets
111,barbecue sauce
111,onions
112,paprika
112,garlic
112,all - purpose flour
112,flat - leaf parsley
112,egg
112,cooking spray
112,salt pepper
112,panko bread crumbs
112,chicken
112,butter
112,salt
113,butter
113,chicken
113,panko bread crumbs
113,salt
113,cooking spray
113,garlic
113,pepper
113,eggs
113,paprika
113,flat - leaf parsley
114,parsley flakes
114,panko bread crumbs
114,flour
114,chicken s
114,parmesan cheese
114,paprika
114,buttermilk
114,pepper
114,salt
114,cooking spray
114,eggs
115,garlic powder
115,cooking spray
115,lemon juice
115,chicken
115,parmesan cheese
115,all - purpose flour
115,salt
115,parsley flakes
115,butter
115,capers with liquid
115,eggs
115,chicken broth
116,bread crumbs
116,wine
116,pec or ino romano cheese
116,chicken
116,cooking spray
116,lemon juice
116,lemon zest
116,egg
116,butter
116,kosher salt
116,garlic
116,capers
116,asia go cheese
116,all - purpose flour
116,chicken broth
116,parmesan cheese
116,pepper
116,parsley
117,coriander
117,turmeric
117,cashews
117,salt pepper
117,chicken
117,ginger
117,curry powder
117,garlic
117,fish sauce
117,cumin
117,orange juice
117,rice
117,cayenne pepper
117,coconut amino s
117,teriyaki sauce
117,boneless
117,coconut milk
117,cashew butter
117,cilantro sprigs
118,vegetable oil
118,rotisserie chicken
118,salt pepper
118,mexican style tomato sauce
118,avocado oil cooking spray
118,neu f ch â tel cheese
118,onion
118,chiles
118,garlic
118,corn tortillas
118,mexican cheese blend
119,parsley flakes
119,all - purpose flour
119,chicken s
119,pepper
119,cooking spray
119,seasoned salt
119,egg
119,paprika
120,garlic powder
120,chicken
120,paprika
120,pepper
120,olive oil
120,salt
121,avocado oil
121,cayenne pepper
121,salt
121,garlic powder
121,chili - lime seasoning
121,chickpeas
122,onion
122,fire - chiles
122,chicken
122,neu f chat el cheese
122,flour tortillas
122,pepper
122,salt
122,avocado oil cooking spray
122,mexican cheese blend
122,chicken taco seasoning mix
122,vegetable oil
122,chicken broth
123,cinnamon
123,nutmeg
123,butter
123,flaky biscuit dough
123,sugar
124,flaked coconut
124,kosher salt
124,milk
124,chocolate
124,egg
124,vanilla extract
125,all - purpose flour
125,cooking spray
125,kosher salt
125,cilantro
125,coconut
125,honey
125,ser rano chile
125,eggs
125,lime juice
125,pepper
125,panko bread crumbs
125,shrimp
126,cod fillets
126,ranch seasoning mix
126,egg
126,cooking spray
126,panko bread crumbs
126,salt
127,salt
127,corn
127,vegetable oil
128,chili powder
128,garlic powder
128,olive oil
128,cilantro
128,mayonnaise
128,mexican style sauce
128,pepper
128,lime juice
128,cot ija cheese
128,corn
129,mayonnaise
129,corn
129,lime juice
129,cot ija cheese
129,cilantro
129,chili powder
130,salt pepper
130,corned beef
130,paprika
130,vegetable oil
130,potatoes
130,onion
130,bell pepper
130,eggs
131,salt
131,egg
131,pepper
131,avocado oil cooking spray
131,poultry seasoning
131,chicken tenders
131,corn flake s
132,parmesan cheese
132,chicken tenders
132,salt
132,garlic
132,egg
132,pesto
132,can t anza ro herbs
132,corn flake s
133,salt pepper
133,cornish hen
133,cooking spray
133,removed
134,baking powder
134,worcestershire sauce
134,seafood seasoning
134,salt ine crackers
134,onion
134,dijon mustard
134,hot pepper sauce
134,lemon
134,egg
134,milk
134,salt pepper
134,olive oil cooking spray
134,mayonnaise
134,crab meat
135,wonton wrappers
135,soy sauce
135,chili sauce
135,cooking spray
135,cream cheese
135,worcestershire sauce
135,lump crab meat
135,scallions
136,cod fillets
136,lime juice
136,cayenne pepper
136,pepper
136,salt
136,all - purpose flour
136,taco seasoning mix
136,cabbage slaw mix
136,jalapeño pepper
136,olive oil
136,apple cider vinegar
136,cooking spray
136,corn tortillas
136,cornmeal
137,pepper
137,zucchini
137,parmesan cheese
137,egg
137,oregano
137,panko bread crumbs
137,butter
137,all - purpose flour
137,garlic powder
138,cinnamon
138,butter
138,fruit jam
138,sugar
138,crescent roll dough
139,italian seasoning
139,italian bread crumbs
139,parmesan cheese
139,eggplant
139,eggs
139,pepper
139,all - purpose flour
139,salt
139,garlic powder
139,basil
139,onion powder
140,salt
140,everything bagel seasoning
140,egg
140,all - purpose flour
140,baking powder
140,cooking spray
140,garlic and herb cheese spread
140,greek yogurt
141,cooking spray
141,salt pepper
141,baking powder
141,coriander
141,parsley
141,cilantro
141,ed
141,chickpea flour
141,onion
141,ri rach a sauce
141,garlic
141,garbanzo beans
141,cumin
141,baking soda
142,panko bread crumbs
142,parsley flakes
142,cod fillets
142,pepper
142,parmesan cheese
142,cooking spray
142,egg
142,paprika
142,all - purpose flour
143,all - purpose flour
143,baking soda
143,cod
143,vegetable oil
143,cornstarch
143,salt
143,malt beer
143,garlic powder
143,salt pepper
143,potato
143,baking powder
144,flour tortilla
144,so uffle dish
145,cayenne pepper
145,kosher salt
145,vegetable oil
145,russet potatoes
146,cooking spray
146,butter
146,cinnamon
146,bread
146,vanilla extract
146,eggs
146,confectioner s ' sugar
146,milk
147,butter
147,milk
147,cinnamon
147,eggs
147,confectioner s ' sugar
147,vanilla extract
147,bread
148,salt
148,pepper
148,hot pepper sauce
148,garlic salt
148,chicken pieces
148,thyme
148,cumin
148,oregano
148,cooking spray
148,paprika
148,buttermilk
148,onion powder
148,all - purpose flour
148,basil
149,tomatoes
149,olive oil
149,garlic powder
149,salt pepper
149,plain panko bread crumbs
149,paprika
149,eggs
149,buttermilk
149,all - purpose flour
149,cornmeal
150,cornmeal
150,all - purpose flour
150,salt
150,egg
150,cooking spray
150,okra pods
151,egg
151,vegetable oil
151,sriracha sauce
151,rice
151,salt pepper
151,sesame oil
151,soy sauce
151,water
151,peas and carrots
152,salt pepper
152,chicken tenders
152,avocado oil cooking spray
153,baby potatoes
153,avocado oil
153,salt
153,garlic
153,parsley
154,cheddar cheese
154,butter
154,bread
155,processed cheese food
155,bread
155,mayonnaise
156,olive oil
156,hall o umi cheese
156,cooking spray
157,pepper
157,beef
157,butter
157,beef base
158,room
158,eggs
159,garlic powder
159,es de provence
159,kosher salt
159,pepper
159,onion powder
159,cumin
159,chicken
159,cooking spray
159,hungarian paprika
160,baking powder
160,bell pepper
160,cornmeal
160,salt
160,cayenne pepper
160,egg
160,onion
160,garlic powder
160,cooking spray
160,all - purpose flour
160,buttermilk
161,salt
161,olive oil
161,provolone cheese
161,italian seasoning
161,onions
161,buns
161,bell pepper
161,italian sausage links
161,pepper
162,olive oil
162,taco seasoning mix
162,chicken
163,pepper
163,parmesan cheese
163,salt
163,pork
163,egg
163,garlic powder
163,almond flour
163,avocado oil cooking spray
164,sea salt
164,kidney beans
164,olive oil cooking spray
165,matzo meal
165,kosher salt pepper
165,onion
165,avocado oil cooking spray
165,egg
165,hash brown potatoes
166,butter
166,vanilla extract
166,egg
166,chocolate chips
166,sugar
166,all - purpose flour
166,salt
167,baking powder
167,butter
167,lemon pudding mix
167,egg
167,sugar
167,all - purpose flour
167,salt
167,lemon
168,olive oil
168,cashews
168,garlic powder
168,lemon - pepper seasoning
168,salt
169,lemon
169,shrimp
169,garlic powder
169,olive oil
169,lemon pepper
169,paprika
170,party chicken wings
170,garlic powder
170,olive oil
170,lemon - pepper seasoning
170,paprika
171,parsley
171,butter
171,salt pepper
171,lobster tails
171,lemon
171,lemon zest
171,garlic
172,salt
172,milk
172,eggs
172,macaroni and cheese dinner mix
172,margarine
172,garlic powder
172,panko bread crumbs
172,cheddar cheese
172,cooking spray
172,bread crumbs
173,salt pepper
173,butter
173,cooking spray
173,mahi mahi fillets
174,garlic
174,pork
174,parmesan cheese
174,egg
174,salt
174,italian seasoning
174,beef
174,italian seasoned bread crumbs
175,apple cider vinegar
175,sugar
175,ketchup
175,worcestershire sauce
175,cooking spray
175,egg
175,onion
175,pepper
175,milk
175,kosher salt
175,bread crumbs
175,thyme
176,american cheese
176,flour tortillas
176,cooking spray
176,taco seasoning mix
176,refried beans
177,salt pepper
177,eggs
177,flour tortillas
177,mexican - style chorizo
177,bacon grease
177,avocado oil cooking spray
177,onion
177,ser rano pepper
177,potatoes
178,cre mini mushrooms
178,salt pepper
178,halved ed
178,garlic granules
178,avocado oil
178,soy sauce
179,egg
179,water
179,frozen puff pastry
179,hazelnuts
179,chocolate - ha zel nut spread nutella
180,olive oil
180,seasoned salt
180,okra
181,paprika
181,cornstarch
181,cooking spray
181,garlic powder
181,baking powder
181,egg
181,all - purpose flour
181,milk
181,salt
181,bread crumbs
181,onion
182,water
182,cooking spray
182,pancake mix
182,confectioner s ' sugar
182,chocolate sandwich cookies
183,london broil
183,jerky seasoning
183,cure
184,worcestershire sauce
184,oysters on the half
184,hot pepper sauce
185,rosemary
185,water
185,italian seasoning blend
185,parmesan cheese
185,olive oil cooking spray
185,egg
185,pork chops
185,sugar
185,panko bread crumbs
185,kosher salt
185,bay leaf
185,parsley
185,pepper
186,salt
186,parmesan cheese
186,far fall e pasta
186,italian seasoning
186,garlic powder
186,olive oil
187,seafood seasoning
187,cooking spray
187,lemon
187,jumbo shrimp
187,butter
187,hot pepper sauce
188,pepper
188,salt
188,chile powder
188,russet potatoes
188,grapeseed oil
188,garlic granules
188,paprika
189,basil pepper flakes
189,pepperoni
189,mozzarella cheese
189,onion
189,olive oil cooking spray
189,pizza sauce
189,pizza dough
190,plantain
190,salt
190,avocado oil spray
191,polenta
191,olive oil cooking spray
191,salt pepper
192,cornstarch
192,chicken
192,salt
192,pepper
192,paprika
192,thyme
192,onion powder
192,cooking spray
192,oregano
192,sage
192,mustard
192,garlic powder
192,basil
193,egg
193,pork
193,paprika
193,panko bread crumbs
193,salt
193,parsley
193,italian sausage
194,potato
194,cooking spray
194,salt
195,pepper
195,paprika
195,parsley flakes
195,olive oil
195,potatoes
195,chili powder
195,sea salt
196,sesame oil
196,water chestnuts
196,shiitake mushrooms
196,sriracha sauce
196,pork
196,round dumpling wrappers
196,soy sauce
197,prosciutto
197,butter
197,sourdough bread
197,mozzarella
198,paprika
198,avocado oil
198,pumpkin seeds
198,salt
199,pork chops
199,cooking spray
199,dry ranch salad dressing mix
199,boneless
200,grill seasoning
200,olive oil
200,soy sauce
200,rib - eye steaks
201,himalayan salt
201,almonds
201,water
201,salt
201,olive oil
202,olive oil
202,cooking spray
202,seasoned salt
202,parmesan cheese
202,bread crumbs
202,trimmed
202,asparagus
203,banana
203,avocado oil cooking spray
204,pepper
204,olive oil
204,maple syrup
204,mustard
204,mayonnaise
204,brussels sprouts
204,kosher salt
205,paprika
205,peanut oil
205,cauliflower florets
205,garlic
205,salt
206,garlic
206,salt
206,pepper
206,aluminum foil
206,olive oil
207,salt
207,pepper
207,okra
207,olive oil
208,garlic
208,jalapeno pepper
208,cooking spray
208,roma tomatoes
208,onion
208,cilantro
208,lime
208,salt
209,ser rano pepper
209,lime
209,salt
209,garlic
209,jalapeno pepper
209,cooking spray
209,tomatillo s
209,cilantro
209,onion
210,butter
210,ginger
210,salt
210,sugar
210,cayenne pepper
210,potatoes
211,cherry tomatoes
211,olive oil cooking spray
211,salt
211,italian herbs
212,sea salt
212,removed
212,whole fryer chicken
212,garlic powder
212,thyme
212,cayenne pepper
212,paprika
212,onion powder
212,pepper
212,vegetable oil
213,graham cracker
213,marshmallows
213,bananas
213,chocolate chips
214,lemon
214,mayonnaise
214,dill weed
214,onion
214,salmon
214,panko bread crumbs
214,salt pepper
214,avocado oil cooking spray
214,seafood seasoning
214,egg
215,egg
215,salmon fillet
215,cooking spray
215,sea salt
215,maple syrup
215,- and garlic - flavored croutons
215,chipotle pepper
216,mayonnaise
216,all - purpose flour
216,chives
216,garlic
216,cooking spray
216,lemon juice
216,salt
216,salmon
216,lemon
216,cajun seasoning
216,parsley
217,olive oil
217,trimmed
217,salmon fillet
217,paprika
217,honey
217,dijon mustard
217,pepper
217,salt
217,asparagus
218,salt
218,pepper
218,dill weed
218,salmon
218,greek seasoning
219,freeze dill
219,pepper
219,kosher salt
219,garlic
219,salmon
219,sugar
219,dijon mustard
220,sea salt
220,apple cider vinegar
220,potatoes
221,cooking spray
221,pork sausage
221,pepper
221,eggs
221,curry powder
221,salt
221,panko bread crumbs
221,cayenne pepper
221,mayonnaise
221,greek yogurt
221,flour
221,mango chutney
222,onion powder
222,olive oil
222,paprika
222,salt
222,pepper
222,russet potatoes
223,soy sauce
223,chicken
223,honey
223,rice vinegar
223,sesame oil
223,onion
223,sesame seeds
223,sriracha sauce
224,seafood seasoning
224,onion
224,water
224,lemon
224,olive oil
224,potatoes
224,shrimp
224,corn
224,cajun - style and ouille sausage
225,egg
225,cornstarch
225,sherry
225,sugar
225,oyster sauce
225,lemon juice
225,ginger stir - in paste
225,shrimp
225,scallions
225,club soda
225,rice wine vinegar
225,all - purpose flour
225,soy sauce
226,vegetable oil
226,lime juice
226,soy sauce
226,honey
226,ginger
226,shi s hito peppers
227,spaghetti squash
227,paprika
227,olive oil
227,sea salt
227,pepper
228,ketchup
228,luncheon meat
228,sriracha sauce
228,mayonnaise
229,pec or ino romano cheese
229,potato
229,eggs
229,salt pepper
229,leek
229,flat - leaf parsley
229,olive oil
230,pepper
230,cayenne pepper
230,garlic powder
230,bay scallops
230,chili powder
230,paprika
230,olive oil
231,baby port o bello mushrooms
231,bell pepper
231,salt
231,pepper
231,soy sauce
231,beef rib - eye steak
231,provo lone cheese
231,worcestershire sauce
231,onion
231,ho a gie rolls
231,olive oil
231,mustard
232,beef sirloin steak
232,parsley flakes
232,worcestershire sauce
232,paprika
232,button mushrooms
232,olive oil
232,chile flakes
233,onion
233,olive oil
233,chili powder
233,cumin
233,jalapeño chile powder
233,garlic powder
233,salt
233,coriander
233,bell pepper
233,skirt steak
234,cooking spray
234,butter
234,salt
234,strawberries
234,all - purpose flour
234,sugar
234,cornstarch
234,vanilla extract
234,quick - cooking oats
235,italian seasoning
235,chicken
235,boneless
235,feta cheese
235,parsley
235,onion
235,parmesan cheese
235,garlic
235,bell pepper
235,avocado oil cooking spray
235,olive oil
235,prosciutto
235,spinach
235,egg
235,mushrooms
235,salt pepper
235,bread crumbs
236,salt
236,scallions
236,paprika
236,cream cheese
236,button mushrooms
236,cooking spray
236,cheddar cheese
237,sugar
237,pecan halves
237,butter
237,egg
237,cinnamon
238,onion powder
238,italian seasoning
238,salt pepper
238,cherry tomatoes
238,olive oil
238,rosemary
238,garlic powder
239,paprika
239,garlic powder
239,canola oil
239,potato
239,kosher salt
239,pepper
240,sea salt
240,paprika
240,dill weed
240,potato
240,pepper
240,olive oil
240,bacon
241,cajun seasoning
241,olive oil cooking spray
241,potatoes
241,sea salt
242,ketchup
242,water
242,sesame seeds
242,baking powder
242,sugar
242,sriracha sauce
242,cornstarch
242,paprika
242,cooking spray
242,pineapple juice
242,onion
242,vinegar
242,salt
242,soy sauce
242,chicken wings
242,pepper
242,sesame oil
243,cheddar cheese
243,cot ija cheese
243,salsa
243,cooking spray
243,potatoes
243,cumin
243,onion
243,corn tortillas
243,water
244,lemon
244,olive oil
244,tilapia
244,sprig parsley
244,salt
244,cooking spray
244,peppercorns
244,paprika
244,garlic
244,lemon zest
245,olive oil cooking spray
245,salt
245,plantain s
245,water
246,turkey breakfast sausage links
247,turkey
247,garlic
247,chives
247,rosemary
247,pepper
247,salt
247,butter
248,olive oil
248,pepper
248,poultry seasoning
248,paprika
248,parsley flakes
248,salt
248,turkey
249,buffalo wing sauce
249,all - purpose flour
249,salt
249,pepper
249,paprika
249,cooking spray
249,garlic powder
249,cauliflower florets
249,egg substitute
250,cooking spray
250,steak seasoning
250,beef substitute
251,hamburger buns
251,onion powder
251,worcestershire sauce
251,venison
251,pepper
251,seasoned salt
252,salt
252,pepper
252,oregano
252,chicken
252,sage
252,butter
252,rosemary
253,veal
253,lemon
253,all - purpose flour
253,egg
253,lemon juice
253,cooking spray
253,salt pepper
253,scallop ini cut
253,parsley
253,panko bread crumbs
254,panko bread crumbs
254,cooking spray
254,egg
254,zucchini
254,parmesan cheese
255,egg
255,zucchini
255,pepper
255,jalapeño pepper
255,bread crumbs
255,parmigiano - re ggiano cheese
255,shallot
255,garlic powder
255,sea salt
255,olive oil
256,all - purpose flour
256,lemon zest
256,garlic
256,olive oil cooking spray
